subdomain_key,subdomain_label,procedure_code,procedure_title,operation_group,operation_key,agency,submission_methods,processing_time_values,document_group_count,result_count,raw_data_available,source_url,raw_data_file
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.005103,"Cấp Giấy chứng nhận kiểm định, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường cho xe cơ giới (trừ xe mô tô, xe gắn máy)",kiem_dinh_phuong_tien,cap_giay_chung_nhan_kiem_dinh_tem_kiem_dinh_an_toan_ky_thuat_va_bao_ve_moi_truong_cho_xe_co_gioi_tru_xe_mo_to_xe_gan_may,"Cơ sở đăng kiểm (xe cơ giới, xe máy chuyên dùng)",Trực tuyến | Dịch vụ bưu chính | Trực tiếp,1 ngày | 1 ngày | 1 ngày,3,2,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-51ea-7087-88a6-83e82cb71b4c,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_005103\1_005103_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.011871,Cấp Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe cơ giới nhập khẩu (theo Nghị định số 60/2023/NĐ-CP),chung_nhan_chat_luong,cap_giay_chung_nhan_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_xe_co_gioi_nhap_khau_theo_nghi_dinh_so_60_2023_nd_cp,Cục Đăng kiểm Việt Nam,Trực tuyến | Trực tiếp,4 ngày làm việc | 1 ngày làm việc,0,2,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-795c-7216-b5ff-794e5c634ac7,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_011871\1_011871_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.011872,Cấp Thông báo miễn kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường linh kiện nhập khẩu (theo Nghị định số 60/2023/NĐ-CP),dang_kiem_khac,cap_thong_bao_mien_kiem_tra_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_linh_kien_nhap_khau_theo_nghi_dinh_so_60_2023_nd_cp,Cục Đăng kiểm Việt Nam,Trực tuyến | Trực tiếp,1 ngày làm việc | 7 ngày làm việc,0,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-795b-745a-bab6-d746f7d95618,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_011872\1_011872_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.011873,Cấp lại Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe cơ giới nhập khẩu (theo Nghị định số 60/2023/NĐ-CP),chung_nhan_chat_luong,cap_lai_giay_chung_nhan_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_xe_co_gioi_nhap_khau_theo_nghi_dinh_so_60_2023_nd_cp,Trung tâm Đăng kiểm phương tiện giao thông đường bộ và đường sắt (NVICC),Trực tuyến | Dịch vụ bưu chính | Trực tiếp,24 ngày làm việc | 24 ngày làm việc | 2 ngày làm việc,0,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-795c-7649-93d9-15f2c5c79beb,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_011873\1_011873_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.011874,Cấp lại Thông báo miễn kiểm tra chất lượng an toàn kỹ thuật và bảo vệ môi trường linh kiện nhập khẩu (theo Nghị định số 60/2023/NĐ-CP),dang_kiem_khac,cap_lai_thong_bao_mien_kiem_tra_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_linh_kien_nhap_khau_theo_nghi_dinh_so_60_2023_nd_cp,Trung tâm Đăng kiểm phương tiện giao thông đường bộ và đường sắt (NVICC),Trực tuyến | Dịch vụ bưu chính | Trực tiếp,24 ngày làm việc | 24 ngày làm việc | 2 ngày làm việc,0,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-7952-7162-ba46-34f00f633bc7,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_011874\1_011874_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013071,Cấp lại Chứng chỉ đăng kiểm viên phương tiện giao thông đường bộ,dang_kiem_vien,cap_lai_chung_chi_dang_kiem_vien_phuong_tien_giao_thong_duong_bo,Cục Đăng kiểm Việt Nam; Sở Xây dựng,Trực tuyến | Dịch vụ bưu chính | Trực tiếp,5 ngày làm việc | 5 ngày làm việc | 5 ngày làm việc,5,2,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-88c9-76e8-8379-391ab5f955d4,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013071\1_013071_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013089,"Cấp Giấy chứng nhận kiểm định, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường cho xe cơ giới (trừ xe mô tô, xe gắn máy), xe máy chuyên dùng trong trường hợp miễn kiểm định lần đầu",kiem_dinh_phuong_tien,cap_giay_chung_nhan_kiem_dinh_tem_kiem_dinh_an_toan_ky_thuat_va_bao_ve_moi_truong_cho_xe_co_gioi_tru_xe_mo_to_xe_gan_may_xe_may_chuyen_dung_trong_truong_hop_mien_kiem_dinh_lan_dau,"Cơ sở đăng kiểm (xe cơ giới, xe máy chuyên dùng)",Trực tuyến | Trực tiếp,1 ngày | 1 ngày,2,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-88cc-7115-9d4e-1427f2ff78f3,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013089\1_013089_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013092,"Cấp lại Giấy chứng nhận kiểm định, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường cho xe cơ giới (trừ xe mô tô, xe gắn máy), xe máy chuyên dùng",kiem_dinh_phuong_tien,cap_lai_giay_chung_nhan_kiem_dinh_tem_kiem_dinh_an_toan_ky_thuat_va_bao_ve_moi_truong_cho_xe_co_gioi_tru_xe_mo_to_xe_gan_may_xe_may_chuyen_dung,"Cơ sở đăng kiểm (xe cơ giới, xe máy chuyên dùng)",Trực tuyến | Trực tiếp,1 ngày | 1 ngày,0,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-88e4-72db-811b-bc7decdf8be6,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013092\1_013092_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013097,Cấp lại giấy chứng nhận cải tạo,dang_kiem_khac,cap_lai_giay_chung_nhan_cai_tao,"Cơ sở đăng kiểm (xe cơ giới, xe máy chuyên dùng)",Trực tuyến | Dịch vụ bưu chính | Trực tiếp,1.5 ngày làm việc | 1.5 ngày làm việc | 1.5 ngày làm việc,2,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-88d8-74ff-92d3-d2e5b2eb9592,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013097\1_013097_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013101,"Chứng nhận kiểm định khí thải xe mô tô, xe gắn máy",kiem_dinh_khi_thai,chung_nhan_kiem_dinh_khi_thai_xe_mo_to_xe_gan_may,"Cơ sở đăng kiểm (xe cơ giới, xe máy chuyên dùng)",Trực tuyến | Trực tiếp,1 ngày | 1 ngày,1,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-88d9-71d3-a4bd-9dea256921d5,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013101\1_013101_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013105,"Cấp mới Giấy chứng nhận đủ điều kiện hoạt động kiểm định khí thải xe mô tô, xe gắn máy",kiem_dinh_khi_thai,cap_moi_giay_chung_nhan_du_dieu_kien_hoat_dong_kiem_dinh_khi_thai_xe_mo_to_xe_gan_may,,Trực tuyến | Dịch vụ bưu chính | Trực tiếp,2 ngày làm việc | 2 ngày làm việc | 2 ngày làm việc,2,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-8904-77e3-ae66-7e190a854e46,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013105\1_013105_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013110,"Cấp lại Giấy chứng nhận đủ điều kiện hoạt động kiểm định khí thải xe mô tô, xe gắn máy",kiem_dinh_khi_thai,cap_lai_giay_chung_nhan_du_dieu_kien_hoat_dong_kiem_dinh_khi_thai_xe_mo_to_xe_gan_may,,Trực tuyến | Dịch vụ bưu chính | Trực tiếp,2 ngày làm việc | 2 ngày làm việc | 2 ngày làm việc,4,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-88e2-7194-87c5-ef405767b6e6,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013110\1_013110_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013205,"Cấp Giấy chứng nhận kiểm định, Tem kiểm định an toàn kỹ thuật và bảo vệ môi trường cho xe máy chuyên dùng",kiem_dinh_phuong_tien,cap_giay_chung_nhan_kiem_dinh_tem_kiem_dinh_an_toan_ky_thuat_va_bao_ve_moi_truong_cho_xe_may_chuyen_dung,"Cơ sở đăng kiểm (xe cơ giới, xe máy chuyên dùng)",Trực tuyến | Dịch vụ bưu chính | Trực tiếp,1 ngày | 1 ngày | 1 ngày,3,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-88f4-7608-adaa-ce81eb94c5ce,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013205\1_013205_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013206,"Chứng nhận an toàn kỹ thuật và bảo vệ môi trường đối với xe cơ giới cải tạo, xe máy chuyên dùng cải tạo",dang_kiem_khac,chung_nhan_an_toan_ky_thuat_va_bao_ve_moi_truong_doi_voi_xe_co_gioi_cai_tao_xe_may_chuyen_dung_cai_tao,"Cơ sở đăng kiểm (xe cơ giới, xe máy chuyên dùng)",Trực tuyến | Dịch vụ bưu chính | Trực tiếp,1 ngày | 1 ngày | 1 ngày,3,2,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-890f-728b-a561-64a76c5e1151,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013206\1_013206_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013327,"Chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe cơ giới, xe máy chuyên dùng",chung_nhan_chat_luong,chung_nhan_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_xe_co_gioi_xe_may_chuyen_dung,Cục Đăng kiểm Việt Nam,Trực tuyến | Trực tiếp,1 ngày | 1 ngày,2,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90c8-7776-8647-a3c86bd657ee,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013327\1_013327_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013328,Chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường phụ tùng xe cơ giới,chung_nhan_chat_luong,chung_nhan_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_phu_tung_xe_co_gioi,Cục Đăng kiểm Việt Nam,Trực tuyến | Trực tiếp,7 ngày làm việc | 3 ngày làm việc,2,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90c6-71f9-8294-913725a2c6e8,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013328\1_013328_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013329,"Cấp đổi Chứng chỉ chất lượng xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới",chung_nhan_chat_luong,cap_doi_chung_chi_chat_luong_xe_co_gioi_xe_may_chuyen_dung_phu_tung_xe_co_gioi,Cục Đăng kiểm Việt Nam,Trực tuyến | Trực tiếp,2 ngày làm việc | 2 ngày làm việc,0,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90e2-726c-8986-5c283d81cfb1,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013329\1_013329_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013330,"Cấp lại Chứng chỉ chất lượng xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới trong trường hợp bị mất",chung_nhan_chat_luong,cap_lai_chung_chi_chat_luong_xe_co_gioi_xe_may_chuyen_dung_phu_tung_xe_co_gioi_trong_truong_hop_bi_mat,Cục Đăng kiểm Việt Nam,Trực tuyến | Trực tiếp,3 ngày làm việc | 3 ngày làm việc,0,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90cb-76fc-8a4c-3b45482302e8,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013330\1_013330_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013331,"Cấp lại Chứng chỉ chất lượng phụ tùng xe cơ giới trong trường hợp Chứng chỉ chất lượng hết hiệu lực hoặc thay đổi nội dung thông tin về tên, địa chỉ liên quan đến người nhập khẩu trên chứng chỉ chất lượng",chung_nhan_chat_luong,cap_lai_chung_chi_chat_luong_phu_tung_xe_co_gioi_trong_truong_hop_chung_chi_chat_luong_het_hieu_luc_hoac_thay_doi_noi_dung_thong_tin_ve_ten_dia_chi_lien_quan_den_nguoi_nhap_khau_tren_chung_chi_chat_luong,Cục Đăng kiểm Việt Nam,Trực tuyến | Trực tiếp,7 ngày làm việc | 4 ngày làm việc,2,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90c5-71fe-8db1-33527a7e2da3,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013331\1_013331_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013332,"Cấp Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới sản xuất, lắp ráp",chung_nhan_chat_luong,cap_giay_chung_nhan_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_xe_co_gioi_xe_may_chuyen_dung_phu_tung_xe_co_gioi_san_xuat_lap_rap,Cục Đăng kiểm Việt Nam,Trực tuyến | Dịch vụ bưu chính | Trực tiếp,5 ngày làm việc | 5 ngày làm việc | 5 ngày làm việc,6,3,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90e8-77a9-8ec7-db9c5621c99f,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013332\1_013332_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013333,"Cấp lại Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới sản xuất, lắp ráp",chung_nhan_chat_luong,cap_lai_giay_chung_nhan_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_xe_co_gioi_xe_may_chuyen_dung_phu_tung_xe_co_gioi_san_xuat_lap_rap,Cục Đăng kiểm Việt Nam,Trực tuyến | Dịch vụ bưu chính | Trực tiếp,5 ngày làm việc | 5 ngày làm việc | 5 ngày làm việc,3,2,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90d3-7154-baa2-8b8347215ba4,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013333\1_013333_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013334,"Cấp mở rộng Giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới sản xuất, lắp ráp",chung_nhan_chat_luong,cap_mo_rong_giay_chung_nhan_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong_xe_co_gioi_xe_may_chuyen_dung_phu_tung_xe_co_gioi_san_xuat_lap_rap,Cục Đăng kiểm Việt Nam,Trực tuyến | Dịch vụ bưu chính | Trực tiếp,5 ngày làm việc | 5 ngày làm việc | 5 ngày làm việc,1,2,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90da-73b9-8158-00ff9f281660,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013334\1_013334_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,1.013335,"Bổ sung hồ sơ đăng ký chứng nhận xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới sản xuất, lắp ráp đã được cấp giấy chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường",chung_nhan_chat_luong,bo_sung_ho_so_dang_ky_chung_nhan_xe_co_gioi_xe_may_chuyen_dung_phu_tung_xe_co_gioi_san_xuat_lap_rap_da_duoc_cap_giay_chung_nhan_chat_luong_an_toan_ky_thuat_va_bao_ve_moi_truong,Cục Đăng kiểm Việt Nam,Trực tuyến | Dịch vụ bưu chính | Trực tiếp,4 ngày làm việc | 4 ngày làm việc | 4 ngày làm việc,1,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90f2-730c-8ee1-01ca42fa06b4,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\1_013335\1_013335_procedure_detail.md
dang_kiem_phuong_tien,Đăng kiểm phương tiện,2.000082,"Cấp văn bản ủy quyền cho tổ chức đăng kiểm nước ngoài kiểm định, phân cấp và cấp giấy chứng nhận an toàn kỹ thuật về an toàn hàng hải, an ninh tàu biển, điều kiện bảo đảm lao động hàng hải và phòng ngừa ô nhiễm môi trường cho tàu biển Việt Nam",dang_kiem_hang_hai,cap_van_ban_uy_quyen_cho_to_chuc_dang_kiem_nuoc_ngoai_kiem_dinh_phan_cap_va_cap_giay_chung_nhan_an_toan_ky_thuat_ve_an_toan_hang_hai_an_ninh_tau_bien_dieu_kien_bao_dam_lao_dong_hang_hai_va_phong_ngua_o_nhiem_moi_truong_cho_tau_bien_viet_nam,Cục Đăng kiểm Việt Nam,Trực tuyến | Dịch vụ bưu chính | Trực tiếp,1 ngày làm việc | 1 ngày làm việc | 1 ngày làm việc,0,1,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-9857-73cd-aa71-9e5bbc775c45,C:\Users\ku060\Downloads\VAIC source\data-pipeline\raw_data\2_000082\2_000082_procedure_detail.md
